rank,county,state,unenrolled_persons,non_enroll_rate,method
1102,Waupaca,WI,3674,0.5972,survey-weighted
1103,Stanly,NC,3668,0.6413,survey-weighted
1104,Ware,GA,3667,0.4546,survey-weighted
1105,Buffalo,NE,3667,0.8055,survey-weighted
1106,Marshall,IA,3666,0.6522,survey-weighted
1107,Stevens,WA,3661,0.5561,survey-weighted
1108,Murray,GA,3661,0.5649,survey-weighted
1109,Warrick,IN,3657,0.5409,survey-weighted
1110,Calloway,KY,3651,0.5334,survey-weighted
1111,Blount,AL,3646,0.4440,survey-weighted
1112,Clearfield,PA,3638,0.3390,survey-weighted
1113,Elko,NV,3633,0.4821,survey-weighted
1114,Nye,NV,3633,0.4821,survey-weighted
1115,Jim Wells,TX,3630,0.4626,survey-weighted
1116,Arkansas,AR,3628,0.6767,survey-weighted
1117,Haywood,NC,3623,0.5635,survey-weighted
1118,Chilton,AL,3622,0.5039,survey-weighted
1119,Latah,ID,3619,0.7570,survey-weighted
1120,Kennebec,ME,3618,0.2436,survey-weighted
1121,Brown,SD,3615,0.7173,survey-weighted
1122,Codington,SD,3615,0.7173,survey-weighted
1123,Amherst,VA,3609,0.7703,survey-weighted
1124,St. Mary Parish,LA,3605,0.4113,survey-weighted
1125,Fairfield,SC,3603,0.5966,survey-weighted
1126,Walla Walla,WA,3601,0.6340,survey-weighted
1127,Marion,IL,3595,0.5425,survey-weighted
1128,Wayne,WV,3593,0.4025,survey-weighted
1129,Lawrence,IN,3589,0.6147,survey-weighted
1130,Chippewa,WI,3566,0.5995,survey-weighted
1131,Shelby,TX,3558,0.6637,survey-weighted
1132,Marshall,TN,3556,0.7632,survey-weighted
1133,Adams,PA,3543,0.2957,survey-weighted
1134,Boone,IN,3539,0.8271,survey-weighted
1135,Broomfield,CO,3538,0.8173,survey-weighted
1136,Chambers,TX,3534,0.6046,survey-weighted
1137,Cheshire,NH,3530,0.6883,survey-weighted
1138,Fayette,TX,3518,0.6969,survey-weighted
1139,Androscoggin,ME,3517,0.1638,survey-weighted
1140,Shenandoah,VA,3511,0.6209,survey-weighted
1141,Tishomingo,MS,3510,0.6045,survey-weighted
1142,Vernon,WI,3510,0.6268,survey-weighted
1143,Upshur,TX,3509,0.4539,survey-weighted
1144,Franklin,NY,3508,0.5293,survey-weighted
1145,Itasca,MN,3505,0.4584,survey-weighted
1146,Carroll,VA,3504,0.4617,survey-weighted
1147,Grant,WI,3501,0.6533,survey-weighted
1148,Houston,TX,3499,0.5642,survey-weighted
1149,Jackson,NC,3499,0.6020,survey-weighted
1150,St. John the Baptist Parish,LA,3498,0.6170,survey-weighted
1151,Pike,AL,3493,0.5279,survey-weighted
1152,Little River,AR,3483,0.6951,survey-weighted
1153,Logan,AR,3483,0.6951,survey-weighted
1154,Greenup,KY,3483,0.5509,survey-weighted
1155,St. Bernard Parish,LA,3482,0.4014,survey-weighted
1156,Carroll,TN,3478,0.6037,survey-weighted
1157,Stephens,OK,3475,0.5574,survey-weighted
1158,Fulton,NY,3474,0.4991,survey-weighted
1159,Shiawassee,MI,3467,0.4443,survey-weighted
1160,Ouachita,AR,3466,0.7422,survey-weighted
1161,Bladen,NC,3464,0.3573,survey-weighted
1162,Chippewa,MI,3461,0.4961,survey-weighted
1163,Grand Forks,ND,3461,0.7501,survey-weighted
1164,Whiteside,IL,3459,0.5015,survey-weighted
1165,McLeod,MN,3449,0.7364,survey-weighted
1166,Howard,TX,3436,0.6893,survey-weighted
1167,Wapello,IA,3427,0.5907,survey-weighted
1168,Marion,SC,3425,0.4281,survey-weighted
1169,Scotland,NC,3420,0.3972,survey-weighted
1170,St. Croix,WI,3405,0.6271,survey-weighted
1171,Independence,AR,3402,0.5858,survey-weighted
1172,Clark,AR,3402,0.7516,survey-weighted
1173,Nez Perce,ID,3399,0.7782,survey-weighted
1174,Ottawa,OH,3395,0.7813,survey-weighted
1175,Sandusky,OH,3395,0.7813,survey-weighted
1176,Garfield,CO,3389,0.7621,survey-weighted
1177,DeKalb,IN,3387,0.6992,survey-weighted
1178,LaGrange,IN,3387,0.6992,survey-weighted
1179,Steuben,IN,3387,0.6992,survey-weighted
1180,Des Moines,IA,3381,0.6136,survey-weighted
1181,Lee,IA,3381,0.6136,survey-weighted
1182,Halifax,VA,3375,0.4506,survey-weighted
1183,Washington,TX,3374,0.6896,survey-weighted
1184,Pender,NC,3362,0.3858,survey-weighted
1185,Knox,IN,3353,0.5914,survey-weighted
1186,Dickson,TN,3344,0.7239,survey-weighted
1187,Newberry,SC,3338,0.4534,survey-weighted
1188,Union,SC,3338,0.4534,survey-weighted
1189,Jones,GA,3333,0.5767,survey-weighted
1190,Lawrence,MO,3327,0.4494,survey-weighted
1191,Graves,KY,3319,0.5334,survey-weighted
1192,Marshall,KY,3319,0.5334,survey-weighted
1193,Ottawa,OK,3309,0.5094,survey-weighted
1194,Madison,NE,3307,0.7475,survey-weighted
1195,Polk,TN,3307,0.6613,survey-weighted
1196,Carroll,NH,3305,0.7240,survey-weighted
1197,Kleberg,TX,3300,0.4626,survey-weighted
1198,Suwannee,FL,3296,0.5327,survey-weighted
1199,Jefferson,IL,3295,0.5425,survey-weighted
1200,Pickens,GA,3295,0.5649,survey-weighted
1201,Bradford,PA,3294,0.5222,survey-weighted
1202,McCurtain,OK,3288,0.4119,survey-weighted
1203,Hancock,ME,3285,0.5100,survey-weighted
1204,Henry,IN,3276,0.4627,survey-weighted
1205,Elmore,ID,3274,0.7084,survey-weighted
1206,Montgomery,NY,3270,0.4991,survey-weighted
1207,Logan,WV,3266,0.4025,survey-weighted
1208,Marion,MS,3256,0.6652,survey-weighted
1209,Kendall,TX,3253,0.7756,survey-weighted
1210,Limestone,AL,3249,0.4191,survey-weighted
1211,Pontotoc,MS,3248,0.7880,survey-weighted
1212,Union,MS,3248,0.7880,survey-weighted
1213,McDowell,NC,3248,0.3343,survey-weighted
1214,Kendall,IL,3247,0.8077,survey-weighted
1215,Carbon,PA,3245,0.4994,survey-weighted
1216,Livingston,NY,3235,0.6334,survey-weighted
1217,Hardin,TN,3235,0.5317,survey-weighted
1218,McNairy,TN,3235,0.5317,survey-weighted
1219,Calaveras,CA,3231,0.6346,MODELED
1220,Preston,WV,3225,0.5837,survey-weighted
1221,Austin,TX,3225,0.6437,survey-weighted
1222,Ravalli,MT,3225,0.6184,survey-weighted
1223,Cerro Gordo,IA,3222,0.7537,survey-weighted
1224,Grayson,KY,3221,0.5947,survey-weighted
1225,Meade,KY,3221,0.5947,survey-weighted
1226,Kay,OK,3217,0.5054,survey-weighted
1227,Lawrence,AL,3207,0.6571,survey-weighted
1228,Accomack,VA,3203,0.6152,survey-weighted
1229,Muscatine,IA,3202,0.5474,survey-weighted
1230,Franklin,MA,3198,0.4061,survey-weighted
1231,Edgecombe,NC,3196,0.3470,survey-weighted
1232,Lyon,KS,3192,0.6432,survey-weighted
1233,Montgomery,KS,3192,0.6432,survey-weighted
1234,Fulton,OH,3190,0.7307,survey-weighted
1235,Cassia,ID,3176,0.7351,survey-weighted
1236,Ashley,AR,3174,0.6767,survey-weighted
1237,Okanogan,WA,3173,0.5561,survey-weighted
1238,Huntington,IN,3172,0.7236,survey-weighted
1239,Liberty,GA,3172,0.2904,survey-weighted
1240,White,TN,3165,0.6809,survey-weighted
1241,Upson,GA,3163,0.6205,survey-weighted
1242,Douglas,WI,3161,0.5814,survey-weighted
1243,Laurens,GA,3157,0.3723,survey-weighted
1244,Johnson,KY,3156,0.4260,survey-weighted
1245,Ward,ND,3155,0.6583,survey-weighted
1246,Avoyelles Parish,LA,3154,0.3070,survey-weighted
1247,Jackson,IN,3154,0.5714,survey-weighted
1248,Barry,MI,3154,0.5289,survey-weighted
1249,Smyth,VA,3154,0.4617,survey-weighted
1250,Neshoba,MS,3153,0.5533,survey-weighted
1251,Scott,MS,3153,0.5533,survey-weighted
1252,Box Elder,UT,3147,0.5846,survey-weighted
1253,Rutland,VT,3132,0.4955,survey-weighted
1254,Belknap,NH,3131,0.7240,survey-weighted
1255,Uintah,UT,3130,0.7103,survey-weighted
1256,Chambers,AL,3127,0.6056,survey-weighted
1257,Darke,OH,3123,0.5665,survey-weighted
1258,Hampton,SC,3115,0.6358,survey-weighted
1259,Tazewell,VA,3110,0.3329,survey-weighted
1260,Warren,NY,3105,0.4391,survey-weighted
1261,Carter,KY,3096,0.5509,survey-weighted
1262,Williamson,IL,3088,0.2670,survey-weighted
1263,Jackson,OK,3079,0.4922,survey-weighted
1264,Perry,PA,3071,0.4818,survey-weighted
1265,Iron,UT,3070,0.5334,survey-weighted
1266,Cleburne,AR,3062,0.5858,survey-weighted
1267,Charlottesville city,VA,3059,0.4698,survey-weighted
1268,Webster Parish,LA,3054,0.3974,survey-weighted
1269,Tyler,TX,3049,0.6637,survey-weighted
1270,Cass,IN,3042,0.5178,survey-weighted
1271,Newaygo,MI,3035,0.4592,survey-weighted
1272,Delaware,NY,3034,0.4618,survey-weighted
1273,Columbia,AR,3033,0.7422,survey-weighted
1274,Hempstead,AR,3033,0.7422,survey-weighted
1275,Jefferson Davis Parish,LA,3015,0.5095,survey-weighted
1276,Laclede,MO,3010,0.6813,survey-weighted
1277,Tippah,MS,3009,0.6045,survey-weighted
1278,Crawford,WI,3009,0.6268,survey-weighted
1279,Wayne,PA,3003,0.6454,survey-weighted
1280,Franklin,GA,3002,0.5406,survey-weighted
1281,Stephens,GA,3002,0.5406,survey-weighted
1282,Culpeper,VA,3002,0.7672,survey-weighted
1283,Adams,NE,3000,0.8055,survey-weighted
1284,Grimes,TX,2999,0.6896,survey-weighted
1285,Wayne,KY,2997,0.4111,survey-weighted
1286,Glenn,CA,2997,0.6064,MODELED
1287,Randolph,IL,2996,0.5425,survey-weighted
1288,Hale,TX,2995,0.6399,survey-weighted
1289,Douglas,WA,2995,0.6555,survey-weighted
1290,Lewis and Clark,MT,2987,0.5854,survey-weighted
1291,Morehouse Parish,LA,2976,0.4567,survey-weighted
1292,Windsor,VT,2975,0.4955,survey-weighted
1293,Warren,PA,2973,0.4856,survey-weighted
1294,Lake,MT,2965,0.7062,survey-weighted
1295,Peach,GA,2963,0.5767,survey-weighted
1296,Putnam,GA,2963,0.5767,survey-weighted
1297,Winston,AL,2960,0.5068,survey-weighted
1298,Adams,WA,2946,0.5681,survey-weighted
1299,Teton,ID,2945,0.6680,survey-weighted
1300,Roscommon,MI,2941,0.5828,survey-weighted
1301,Zapata,TX,2940,0.4012,survey-weighted
1302,Platte,NE,2940,0.7475,survey-weighted
1303,Marlboro,SC,2935,0.4201,survey-weighted
1304,Sumner,KS,2931,0.7013,survey-weighted
1305,Adair,KY,2929,0.5884,survey-weighted
1306,Taylor,KY,2929,0.5884,survey-weighted
1307,Gilmer,GA,2929,0.5649,survey-weighted
1308,Alexander,NC,2928,0.5280,survey-weighted
1309,Boyle,KY,2924,0.6853,survey-weighted
1310,Lincoln,KY,2924,0.6853,survey-weighted
1311,Appling,GA,2922,0.4939,survey-weighted
1312,Tattnall,GA,2922,0.4939,survey-weighted
1313,Wayne,GA,2922,0.4939,survey-weighted
1314,Jackson,IL,2916,0.2670,survey-weighted
1315,DeSoto,FL,2915,0.5419,survey-weighted
1316,Yazoo,MS,2915,0.7180,survey-weighted
1317,Davie,NC,2913,0.5747,survey-weighted
1318,Simpson,MS,2913,0.6577,survey-weighted
1319,Bandera,TX,2908,0.5435,survey-weighted
1320,Edgefield,SC,2901,0.6045,survey-weighted
1321,Stark,ND,2898,0.6385,survey-weighted
1322,Washington,ME,2895,0.4128,survey-weighted
1323,Greene,GA,2877,0.6395,survey-weighted
1324,Copiah,MS,2875,0.4852,survey-weighted
1325,Warren,VA,2872,0.6209,survey-weighted
1326,Gadsden,FL,2859,0.4469,survey-weighted
1327,Jackson,AR,2858,0.5989,survey-weighted
1328,Pickaway,OH,2858,0.5399,survey-weighted
1329,Barbour,AL,2858,0.5279,survey-weighted
1330,Butler,AL,2858,0.5279,survey-weighted
1331,Highland,OH,2843,0.5028,survey-weighted
1332,Seneca,NY,2841,0.5620,survey-weighted
1333,Henry,IL,2839,0.4815,survey-weighted
1334,Harrison,IN,2838,0.8095,survey-weighted
1335,Lyon,NV,2838,0.4285,survey-weighted
1336,Snyder,PA,2836,0.5502,survey-weighted
1337,Sumter,GA,2836,0.4340,survey-weighted
1338,Washington,NY,2835,0.4391,survey-weighted
1339,McIntosh,GA,2835,0.5615,survey-weighted
1340,Yankton,SD,2834,0.8801,survey-weighted
1341,Ohio,WV,2833,0.3195,survey-weighted
1342,Cass,MI,2831,0.3193,survey-weighted
1343,Henderson,TN,2831,0.5317,survey-weighted
1344,Clay,AR,2828,0.5835,survey-weighted
1345,Lawrence,AR,2828,0.5835,survey-weighted
1346,Sharp,AR,2828,0.5835,survey-weighted
1347,Routt,CO,2824,0.7621,survey-weighted
1348,Whitley,IN,2820,0.7236,survey-weighted
1349,Windham,VT,2818,0.4955,survey-weighted
1350,Knox,IL,2817,0.4260,survey-weighted
1351,Letcher,KY,2816,0.3262,survey-weighted
1352,Perry,KY,2816,0.3262,survey-weighted
1353,Jerome,ID,2807,0.7084,survey-weighted
1354,Wythe,VA,2803,0.4617,survey-weighted
1355,Rhea,TN,2802,0.6003,survey-weighted
1356,Grant,NM,2801,0.4552,survey-weighted
1357,Queen Anne's,MD,2801,0.5327,survey-weighted
1358,Macoupin,IL,2793,0.5775,survey-weighted
1359,Bradford,FL,2788,0.5555,survey-weighted
1360,Dixie,FL,2788,0.5555,survey-weighted
1361,Greenbrier,WV,2788,0.3877,survey-weighted
1362,Franklin,TN,2780,0.5825,survey-weighted
1363,Lincoln,MO,2777,0.6070,survey-weighted
1364,Hancock,IN,2775,0.5482,survey-weighted
1365,Person,NC,2772,0.5504,survey-weighted
1366,Coles,IL,2763,0.4628,survey-weighted
1367,Clark,WI,2759,0.7365,survey-weighted
1368,Jasper,MS,2759,0.5533,survey-weighted
1369,Seminole,OK,2753,0.4960,survey-weighted
1370,Ellis,KS,2749,0.8134,survey-weighted
1371,Conway,AR,2749,0.7261,survey-weighted
1372,Johnson,AR,2749,0.7261,survey-weighted
1373,Yell,AR,2749,0.7261,survey-weighted
1374,Houghton,MI,2748,0.5220,survey-weighted
1375,Wayne,MS,2747,0.5060,survey-weighted
1376,Dubois,IN,2744,0.5914,survey-weighted
1377,Freestone,TX,2738,0.6603,survey-weighted
1378,Limestone,TX,2738,0.6603,survey-weighted
1379,Hampshire,WV,2737,0.4735,survey-weighted
1380,Cheatham,TN,2736,0.7239,survey-weighted
1381,Pulaski,MO,2728,0.6484,survey-weighted
1382,Crawford,MO,2728,0.6877,survey-weighted
1383,Miller,MO,2721,0.6708,survey-weighted
1384,Tioga,NY,2717,0.3767,survey-weighted
1385,Iosco,MI,2715,0.5828,survey-weighted
1386,Calhoun,TX,2714,0.6541,survey-weighted
1387,Columbia,WI,2712,0.5968,survey-weighted
1388,Leavenworth,KS,2711,0.3466,survey-weighted
1389,Brown,TX,2710,0.4798,survey-weighted
1390,DeWitt,TX,2706,0.5431,survey-weighted
1391,Gonzales,TX,2706,0.5431,survey-weighted
1392,Lavaca,TX,2706,0.5431,survey-weighted
1393,Juneau City and Borough,AK,2705,0.8010,survey-weighted
1394,Ohio,KY,2700,0.5740,survey-weighted
1395,Cortland,NY,2698,0.4829,survey-weighted
1396,Brown,OH,2698,0.3848,survey-weighted
1397,Chenango,NY,2697,0.4618,survey-weighted
1398,Clinton,IL,2696,0.5425,survey-weighted
1399,Custer,OK,2694,0.4922,survey-weighted
1400,George,MS,2686,0.7011,survey-weighted
1401,McDonald,MO,2684,0.6379,survey-weighted
1402,Sullivan,IN,2684,0.7203,survey-weighted
1403,Douglas,NV,2680,0.4285,survey-weighted
1404,Lewis,NY,2680,0.5976,survey-weighted
1405,Uvalde,TX,2680,0.4053,survey-weighted
1406,Preble,OH,2677,0.5665,survey-weighted
1407,Benton,MO,2676,0.6813,survey-weighted
1408,Polk,MO,2676,0.6813,survey-weighted
1409,Marion,AR,2672,0.6149,survey-weighted
1410,Bamberg,SC,2670,0.6358,survey-weighted
1411,Montgomery,NC,2654,0.5699,survey-weighted
1412,Pierce,WI,2650,0.6924,survey-weighted
1413,Trempealeau,WI,2650,0.6924,survey-weighted
1414,Hardin,OH,2647,0.6580,survey-weighted
1415,Delta,MI,2647,0.4961,survey-weighted
1416,Dodge,NE,2645,0.6193,survey-weighted
1417,Labette,KS,2644,0.5831,survey-weighted
1418,Fentress,TN,2637,0.6809,survey-weighted
1419,Susquehanna,PA,2635,0.5222,survey-weighted
1420,Wise,VA,2632,0.3329,survey-weighted
1421,Jasper,SC,2632,0.7872,survey-weighted
1422,Marshall,OK,2631,0.5825,survey-weighted
1423,Burleson,TX,2624,0.6896,survey-weighted
1424,Milam,TX,2624,0.6896,survey-weighted
1425,Yadkin,NC,2622,0.5747,survey-weighted
1426,Llano,TX,2622,0.5615,survey-weighted
1427,Rice,MN,2616,0.2865,survey-weighted
1428,Boone,WV,2613,0.4025,survey-weighted
1429,McDowell,WV,2613,0.4025,survey-weighted
1430,Holmes,FL,2609,0.7145,survey-weighted
1431,Washington,FL,2609,0.7145,survey-weighted
1432,Screven,GA,2606,0.7321,survey-weighted
1433,Jasper,IN,2601,0.7773,survey-weighted
1434,Clark,KY,2599,0.5042,survey-weighted
1435,Fulton,IL,2598,0.5037,survey-weighted
1436,Hardee,FL,2591,0.5419,survey-weighted
1437,Hall,NE,2590,0.8145,survey-weighted
1438,Clinton,OH,2585,0.5028,survey-weighted
1439,Chisago,MN,2580,0.6521,survey-weighted
1440,Williams,ND,2576,0.6385,survey-weighted
1441,Wakulla,FL,2573,0.4469,survey-weighted
1442,Scott,TN,2572,0.5392,survey-weighted
1443,Dunklin,MO,2571,0.4179,survey-weighted
1444,Putnam,OH,2552,0.7307,survey-weighted
1445,Seneca,OH,2552,0.3984,survey-weighted
1446,Lafayette,MO,2548,0.5532,survey-weighted
1447,Alpena,MI,2547,0.5214,survey-weighted
1448,Coos,NH,2544,0.6484,survey-weighted
1449,Sullivan,NH,2544,0.6484,survey-weighted
1450,Lee,SC,2543,0.4803,survey-weighted
1451,Newton,TX,2541,0.6637,survey-weighted
1452,Seward,KS,2538,0.8163,survey-weighted
1453,Red River,TX,2537,0.6700,survey-weighted
1454,Garvin,OK,2536,0.4835,survey-weighted
1455,McClain,OK,2536,0.4835,survey-weighted
1456,Cherokee,AL,2531,0.4465,survey-weighted
1457,Gillespie,TX,2530,0.7756,survey-weighted
1458,Mower,MN,2530,0.6188,survey-weighted
1459,Fremont,CO,2526,0.4474,survey-weighted
1460,Asotin,WA,2525,0.5681,survey-weighted
1461,Jefferson,ID,2524,0.6680,survey-weighted
1462,Lincoln,NM,2521,0.4552,survey-weighted
1463,Phelps,MO,2518,0.6484,survey-weighted
1464,Madison,GA,2517,0.6395,survey-weighted
1465,Otero,CO,2513,0.4678,survey-weighted
1466,Beltrami,MN,2513,0.4669,survey-weighted
1467,Escambia,AL,2512,0.4020,survey-weighted
1468,Casey,KY,2510,0.5884,survey-weighted
1469,Garrard,KY,2506,0.6853,survey-weighted
1470,Clay,KY,2505,0.3170,survey-weighted
1471,Morgan,GA,2503,0.6895,survey-weighted
1472,Nicollet,MN,2496,0.7908,survey-weighted
1473,Franklin,AR,2493,0.8381,survey-weighted
1474,Frio,TX,2493,0.5435,survey-weighted
1475,Saluda,SC,2486,0.6045,survey-weighted
1476,Clatsop,OR,2486,0.4407,survey-weighted
1477,Greene,IN,2485,0.6147,survey-weighted
1478,Mason,MI,2483,0.4592,survey-weighted
1479,Harris,GA,2481,0.4340,survey-weighted
1480,Jefferson,WA,2477,0.6206,survey-weighted
1481,Lassen,CA,2471,0.6263,MODELED
1482,Del Norte,CA,2471,0.6263,MODELED
1483,Defiance,OH,2471,0.6129,survey-weighted
1484,Mercer,OH,2471,0.6129,survey-weighted
1485,Van Wert,OH,2471,0.6129,survey-weighted
1486,Williams,OH,2471,0.6129,survey-weighted
1487,Montgomery,KY,2469,0.4246,survey-weighted
1488,Tallahatchie,MS,2468,0.5236,survey-weighted
1489,Tunica,MS,2468,0.5236,survey-weighted
1490,Claiborne Parish,LA,2468,0.4967,survey-weighted
1491,Adams,IN,2467,0.7236,survey-weighted
1492,Wells,IN,2467,0.7236,survey-weighted
1493,Clinton,PA,2466,0.3972,survey-weighted
1494,Chester,TN,2465,0.6418,survey-weighted
1495,La Paz,AZ,2464,0.5502,survey-weighted
1496,La Plata,CO,2463,0.6100,survey-weighted
1497,Boone,IA,2463,0.8995,survey-weighted
1498,Polk,NC,2460,0.4865,survey-weighted
1499,Jefferson,IN,2459,0.5255,survey-weighted
1500,Marinette,WI,2455,0.5117,survey-weighted
1501,Lauderdale,TN,2452,0.4893,survey-weighted
1502,Rio Arriba,NM,2450,0.3486,survey-weighted
1503,Waushara,WI,2449,0.5972,survey-weighted
1504,Door,WI,2449,0.6304,survey-weighted
1505,McIntosh,OK,2447,0.4960,survey-weighted
1506,Salem city,VA,2446,0.5136,survey-weighted
1507,Oneida,WI,2444,0.5011,survey-weighted
1508,Montrose,CO,2444,0.5425,survey-weighted
1509,Osceola,MI,2427,0.5173,survey-weighted
1510,Hutchinson,TX,2427,0.6396,survey-weighted
1511,Leflore,MS,2427,0.4247,survey-weighted
1512,Hardeman,TN,2426,0.5317,survey-weighted
1513,Morgan,MO,2419,0.6708,survey-weighted
1514,Northampton,NC,2413,0.3663,survey-weighted
1515,Floyd,VA,2410,0.6402,survey-weighted
1516,Adair,OK,2408,0.4936,survey-weighted
1517,Beauregard Parish,LA,2407,0.4213,survey-weighted
1518,Orange,VA,2402,0.7672,survey-weighted
1519,Bibb,AL,2398,0.4487,survey-weighted
1520,Marengo,AL,2398,0.4487,survey-weighted
1521,Taylor,FL,2397,0.5327,survey-weighted
1522,Bosque,TX,2396,0.6603,survey-weighted
1523,Worth,GA,2396,0.4900,survey-weighted
1524,Bedford,PA,2395,0.4560,survey-weighted
1525,Panola,TX,2393,0.5127,survey-weighted
1526,Morrow,OH,2388,0.5222,survey-weighted
1527,Wasco,OR,2384,0.5141,survey-weighted
1528,Caswell,NC,2376,0.5504,survey-weighted
1529,Knox,ME,2372,0.5100,survey-weighted
1530,White,GA,2371,0.6528,survey-weighted
1531,Crawford,OH,2370,0.3984,survey-weighted
1532,Auglaize,OH,2369,0.6245,survey-weighted
1533,Logan,OH,2369,0.6245,survey-weighted
1534,Stephenson,IL,2367,0.5015,survey-weighted
1535,Carson City,NV,2365,0.4285,survey-weighted
1536,Leake,MS,2365,0.5533,survey-weighted
1537,Washington,VT,2364,0.4781,survey-weighted
1538,Benton,MN,2360,0.5309,survey-weighted
1539,Randolph,AR,2357,0.5835,survey-weighted
1540,Hill,MT,2348,0.7527,survey-weighted
1541,Park,MT,2348,0.7527,survey-weighted
1542,Patrick,VA,2345,0.4995,survey-weighted
1543,Minidoka,ID,2339,0.7084,survey-weighted
1544,Green,WI,2334,0.6533,survey-weighted
1545,Benton,IA,2333,0.6522,survey-weighted
1546,Hockley,TX,2329,0.6399,survey-weighted
1547,Gilchrist,FL,2324,0.5555,survey-weighted
1548,Charlevoix,MI,2323,0.5221,survey-weighted
1549,Union,OH,2322,0.5399,survey-weighted
1550,Sevier,AR,2322,0.6951,survey-weighted
1551,Lawrence,KY,2322,0.5509,survey-weighted
1552,Stewart,TN,2319,0.6037,survey-weighted
1553,Cheboygan,MI,2316,0.5214,survey-weighted
1554,Amador,CA,2308,0.6346,MODELED
1555,Pamlico,NC,2302,0.4570,survey-weighted
1556,Meeker,MN,2300,0.7364,survey-weighted
1557,Renville,MN,2300,0.7364,survey-weighted
1558,Wabasha,MN,2296,0.7849,survey-weighted
1559,Currituck,NC,2289,0.5709,survey-weighted
1560,Pasquotank,NC,2289,0.5709,survey-weighted
1561,Mingo,WV,2286,0.4025,survey-weighted
1562,Walthall,MS,2286,0.6179,survey-weighted
1563,Brookings,SD,2281,0.6127,survey-weighted
1564,Columbia,OR,2279,0.4407,survey-weighted
1565,Tillamook,OR,2279,0.4407,survey-weighted
1566,Starke,IN,2276,0.7773,survey-weighted
1567,Huntingdon,PA,2276,0.3828,survey-weighted
1568,Union,SD,2268,0.8801,survey-weighted
1569,Bradley,AR,2267,0.6767,survey-weighted
1570,Desha,AR,2267,0.6767,survey-weighted
1571,Drew,AR,2267,0.6767,survey-weighted
1572,Oconto,WI,2267,0.5117,survey-weighted
1573,Gladwin,MI,2263,0.5828,survey-weighted
1574,Clarke,AL,2261,0.4020,survey-weighted
1575,Monroe,AL,2261,0.4020,survey-weighted
1576,Carroll,OH,2258,0.6647,survey-weighted
1577,Genesee,NY,2257,0.4586,survey-weighted
1578,Nicholas,WV,2257,0.4072,survey-weighted
1579,Allen,KY,2256,0.4989,survey-weighted
1580,Butler,KY,2256,0.4989,survey-weighted
1581,Hart,KY,2256,0.4989,survey-weighted
1582,Logan,KY,2256,0.4989,survey-weighted
1583,Becker,MN,2256,0.4916,survey-weighted
1584,Polk,MN,2256,0.4916,survey-weighted
1585,Karnes,TX,2255,0.5431,survey-weighted
1586,Ketchikan Gateway Borough,AK,2254,0.8010,survey-weighted
1587,Magoffin,KY,2254,0.4260,survey-weighted
1588,Dade,GA,2254,0.6583,survey-weighted
1589,Warren,IA,2253,0.5698,survey-weighted
1590,Leon,TX,2249,0.6896,survey-weighted
1591,Robertson,TX,2249,0.6896,survey-weighted
1592,DeKalb,TN,2249,0.5098,survey-weighted
1593,Macon,TN,2249,0.5098,survey-weighted
1594,Smith,TN,2249,0.5098,survey-weighted
1595,Colusa,CA,2248,0.6064,MODELED
1596,Putnam,IN,2243,0.6429,survey-weighted
1597,Jones,IA,2241,0.5474,survey-weighted
1598,Staunton city,VA,2241,0.7200,survey-weighted
1599,Pettis,MO,2240,0.4425,survey-weighted
1600,Stone,MS,2238,0.7011,survey-weighted
1601,Ripley,IN,2233,0.6744,survey-weighted
1602,Henry,OH,2233,0.7307,survey-weighted
1603,Silver Bow,MT,2233,0.6184,survey-weighted
1604,Guernsey,OH,2233,0.4174,survey-weighted
1605,Franklin Parish,LA,2232,0.4567,survey-weighted
1606,Richland Parish,LA,2232,0.4567,survey-weighted
1607,Union Parish,LA,2232,0.4567,survey-weighted
1608,Shelby,OH,2231,0.5665,survey-weighted
1609,McDonough,IL,2230,0.4815,survey-weighted
1610,Botetourt,VA,2228,0.5656,survey-weighted
1611,San Miguel,NM,2227,0.3486,survey-weighted
1612,Taos,NM,2227,0.3486,survey-weighted
1613,Ogle,IL,2227,0.3731,survey-weighted
1614,St. James Parish,LA,2226,0.6170,survey-weighted
1615,Putnam,WV,2217,0.3533,survey-weighted
1616,Phillips,AR,2217,0.4970,survey-weighted
1617,St. Francis,AR,2217,0.4970,survey-weighted
1618,Harvey,KS,2213,0.9241,survey-weighted
1619,Daviess,IN,2209,0.6147,survey-weighted
1620,Washington,IN,2207,0.8095,survey-weighted
1621,Oceana,MI,2207,0.4592,survey-weighted
1622,Talbot,MD,2201,0.5327,survey-weighted
1623,Pierce,GA,2200,0.4546,survey-weighted
1624,Tioga,PA,2196,0.5222,survey-weighted
1625,Adams,OH,2192,0.4262,survey-weighted
1626,Pike,OH,2192,0.4262,survey-weighted
1627,Pacific,WA,2190,0.4615,survey-weighted
1628,Avery,NC,2189,0.6569,survey-weighted
1629,Yancey,NC,2189,0.6569,survey-weighted
1630,Trinity,TX,2187,0.5642,survey-weighted
1631,McKean,PA,2183,0.3390,survey-weighted
1632,Webster,MO,2182,0.5748,survey-weighted
1633,Mahaska,IA,2181,0.5907,survey-weighted
1634,Eagle,CO,2181,1.0000,survey-weighted
1635,Assumption Parish,LA,2171,0.4041,survey-weighted
1636,Clay,MS,2166,0.5599,survey-weighted
